index,label,count,number_of_blocks,topic,sentiment,stemmed_word,radius,theta,x,y,zone,font_size
479,culture,128,12,Topic 3,normal,cultur,334,319.9999999999995,255.85884400173668,-214.69106163530648,9,96
308,lengths,198,11,Topic 3,normal,length,335,321.05263157894683,260.53744742040766,-210.58309165661504,9,96
994,probe,485,11,Topic 3,normal,probe,335,322.10526315789417,264.3620706477898,-205.7612587510414,9,96
1342,laboratory,74,11,Topic 3,normal,laboratori,335,323.1578947368415,268.09746725266405,-200.86997797756322,9,96
1443,specificity,112,11,Topic 3,normal,specif,335,324.21052631578885,271.7423764761706,-195.91090022528905,9,96
774,min,163,10,Topic 3,normal,min,336,325.2631578947362,276.1173459156802,-191.45550732345257,9,97
819,signal,207,10,Topic 3,normal,signal,336,326.31578947368354,279.5879498575106,-186.35068632681268,9,97
937,enzyme,139,10,Topic 3,normal,enzym,336,327.3684210526309,282.9641881878199,-181.18296885526541,9,97
1001,vectors,200,10,Topic 3,normal,vector,336,328.4210526315782,286.24492136967564,-175.9540990999306,9,97
1460,presence,125,10,Topic 3,normal,presenc,336,329.47368421052556,289.42904210073146,-170.6658418918473,9,97
372,fragments,152,9,Topic 3,normal,fragment,337,330.5263157894729,293.38605745983733,-165.81200586258223,9,97
381,plasmids,290,9,Topic 3,normal,plasmid,337,331.57894736842024,296.3826541565846,-160.39427145349794,9,97
618,worker,264,9,Topic 3,normal,worker,337,332.6315789473676,299.2792167480779,-154.9224012938639,9,97
906,synthesis,116,9,Topic 3,normal,synthesi,337,333.6842105263149,302.0747675959735,-149.39824223142176,9,97
1085,plant,243,9,Topic 3,normal,plant,337,334.73684210526227,304.7683631550814,-143.82365876229272,9,97
142,efficiencies,106,8,Topic 3,normal,effici,338,335.7894736842096,308.2711390820108,-138.61062300227763,9,97
146,clones,170,8,Topic 3,normal,clone,338,336.84210526315695,310.76551118039225,-132.92402740208217,9,97
79,cost,189,7,Topic 3,normal,cost,339,337.8947368421043,314.0814887858157,-127.56887709032148,9,97
397,resistance,141,7,Topic 3,negative,resist,339,338.94736842105164,316.3720340438459,-121.77740379462696,9,97
401,bacteria,154,7,Topic 3,normal,bacteria,339,339.999999999999,318.5557984464209,-115.9448285874073,9,97
513,technologies,45,7,Topic 3,normal,technolog,339,341.0526315789463,320.6320449365132,-110.07312006039349,9,97
102,strands,113,6,Topic 3,normal,strand,340,342.10526315789366,323.5516953796593,-104.47152921704631,9,98
480,passage,84,6,Topic 3,normal,passag,340,343.157894736841,325.41632446980896,-98.50997801522453,9,98
577,motifs,147,6,Topic 3,normal,motif,340,344.21052631578834,327.17112010514325,-92.51517804742052,9,98
1218,mass,84,6,Topic 3,normal,mass,340,345.2631578947357,328.8154900127719,-86.48915265893596,9,98
1253,transcriptomics,51,6,Topic 3,normal,transcriptom,340,346.315789473683,330.348879190335,-80.43393573417538,9,98
1648,platform,27,6,Topic 3,normal,platform,340,347.36842105263037,331.7707700933265,-74.35157101017494,9,98
2208,extracts,82,6,Topic 3,normal,extract,340,348.4210526315777,333.08068280977363,-68.24411138680736,9,98
137,base,68,5,Topic 3,normal,base,341,349.47368421052505,335.26134632581005,-62.29630534634648,9,98
655,polyprotein,78,5,Topic 3,normal,polyprotein,341,350.5263157894724,336.34920446032703,-56.126755285737964,9,98
802,body,36,5,Topic 3,normal,bodi,341,351.57894736841973,337.32353911008823,-49.938261506031616,9,98
846,protocol,54,5,Topic 3,normal,protocol,341,352.6315789473671,338.18402142084534,-43.73291272743236,9,98
943,nucleotides,75,5,Topic 3,normal,nucleotid,341,353.6842105263144,338.9303609654199,-37.51280335898925,9,98
1074,ribosomes,145,5,Topic 3,normal,ribosom,341,354.73684210526176,339.5623058417267,-31.28003279169746,9,98
1101,mosquito,154,5,Topic 3,normal,mosquito,341,355.7894736842091,340.0796427577955,-25.036704689918594,9,98
1130,polymerase,162,5,Topic 3,normal,polymeras,341,356.84210526315644,340.48219710376037,-18.78492628135882,9,98
1204,background,76,5,Topic 3,normal,background,341,357.8947368421038,340.7698330107934,-12.526807645844261,9,98
1439,diarrhea,68,5,Topic 3,normal,diarrhea,341,358.9473684210511,340.9424533969629,-6.264461003133717,9,98
